"","Date_UTC","ClickTime_UTC","clickDepth_m","fit_line","lwr_CI_99","upr_CI_99"
"224","2016-07-25","2016-07-25_21:27:09.861",441.879752954156,473.969685531599,459.11418972167,488.825181341529
"225","2016-07-25","2016-07-25_21:27:12.082",440.282353648871,477.571529754173,462.63777844338,492.505281064967
"226","2016-07-25","2016-07-25_21:27:12.686",451.725572037242,478.550988886268,463.590203278787,493.511774493748
"227","2016-07-25","2016-07-25_21:27:19.940",479.190806925876,490.352031345996,474.914464680624,505.789598011369
"228","2016-07-25","2016-07-25_21:27:24.071",548.421433250687,497.142772996857,481.358533839911,512.927012153804
"229","2016-07-25","2016-07-25_21:27:27.947",473.311263328161,503.593567001142,487.482876688318,519.704257313966
"230","2016-07-25","2016-07-25_21:27:29.325",485.152755576433,505.910157151605,489.690461236745,522.129853066465
"231","2016-07-25","2016-07-25_21:27:30.842",519.170836874894,508.476556461937,492.144322709892,524.808790213982
"232","2016-07-25","2016-07-25_21:27:32.265",556.496072707728,510.900551889438,494.47175491819,527.329348860686
"233","2016-07-25","2016-07-25_21:27:36.503",490.301945409608,518.226990024037,501.579579765963,534.87440028211
"234","2016-07-25","2016-07-25_21:27:37.342",555.388805840268,519.698374184647,503.022593221035,536.374155148259
"235","2016-07-25","2016-07-25_21:27:39.484",449.108119681156,523.489498054601,506.767789590316,540.211206518886
"236","2016-07-25","2016-07-25_21:27:40.161",443.418671558191,524.700662367315,507.973532997984,541.427791736647
"237","2016-07-25","2016-07-25_21:27:42.207",509.765222337092,528.41673286355,511.705164067105,545.128301659995
"238","2016-07-25","2016-07-25_21:27:44.145",547.215505519788,532.008302057082,515.353100144065,548.663503970099
"239","2016-07-25","2016-07-25_21:27:46.627",488.888494029182,536.698811783316,520.169087238821,553.228536327811
"240","2016-07-25","2016-07-25_21:27:50.052",505.297286866497,543.314145935685,527.041086975998,559.587204895372
"241","2016-07-25","2016-07-25_21:28:12.117",572.762992724209,587.453777574768,573.47878928498,601.428765864556
"242","2016-07-25","2016-07-25_21:28:12.813",618.367218268765,588.824423155079,574.898363417134,602.750482893024
"243","2016-07-25","2016-07-25_21:28:20.059",578.524091347325,602.746888381926,589.141930905272,616.351845858579
"244","2016-07-25","2016-07-25_21:28:22.059",655.953280434993,606.449525372229,592.874787634724,620.024263109735
"245","2016-07-25","2016-07-25_21:28:22.638",654.892477978455,607.50783898517,593.937705785723,621.077972184617
"246","2016-07-25","2016-07-25_21:28:23.371",646.051182143369,608.838384478038,595.271618774561,622.405150181515
"247","2016-07-25","2016-07-25_21:28:24.078",648.210466988216,610.111618345027,596.545646387589,623.677590302464
"248","2016-07-25","2016-07-25_21:28:26.085",599.780426667586,613.668973139331,600.093659363884,627.244286914778
"249","2016-07-25","2016-07-25_21:28:26.799",617.717850637263,614.913137511823,601.330959593135,628.495315430512
"250","2016-07-25","2016-07-25_21:28:28.959",662.022888397931,618.603962437823,604.992675330591,632.215249545055
"251","2016-07-25","2016-07-25_21:28:34.654",634.050433455513,627.749195056596,614.043044774439,641.455345338753
"252","2016-07-25","2016-07-25_21:28:35.309",614.916513901826,628.741037674249,615.026380285139,642.455695063359
"253","2016-07-25","2016-07-25_21:28:35.934",675.833237618475,629.675048068069,615.953392895717,643.396703240421
"254","2016-07-25","2016-07-25_21:28:38.898",619.547438630022,633.932534304479,620.197816655956,647.667251953001
"255","2016-07-25","2016-07-25_21:28:41.602",702.720102783556,637.553802166244,623.846930144696,651.260674187791
"256","2016-07-25","2016-07-25_21:28:42.377",646.266979942921,638.542776879361,624.852712874867,652.232840883855
"257","2016-07-25","2016-07-25_21:28:43.104",641.751145082622,639.450535719409,625.780620351729,653.120451087089
"258","2016-07-25","2016-07-25_21:28:43.779",656.427833152369,640.276727496926,626.629557745703,653.923897248149
